"Gene ID",Notes
DDB_G0292766,"An artificial gap has been introduced in the curated model to compensate for a premature stop and provide the best open reading frame; there is a TAA where in unpublished AX4 reference sequence (private communication G. Bloomfield) it's an AAA; there are several other mismatches in this low complexity region, one consisting of an 'n' leading to an X residue. 23-MAY-2011 PF"
DDB_G0292790,"Note there is a non-consensus splice donor at the end of exon one suggesting a problem in the genomic sequence"
DDB_G0292802,"This gene is located at the end of a contig and is missing the 5' end. 26-APR-2011 PF"
DDB_G0292804,"The sequences from the Sequencing Center and GenBank record AF095932 are identical."
DDB_G0292806,"There are 2 nt differences and 15 nt gaps between the sequence from the Sequencing Center and the sequence in GenBank record U49332, resulting in 5 amino acid substitutions and 5 insertions/deletions."
DDB_G0292810,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record L21014, however, the sequence from the Sequencing Center has been verified."
DDB_G0292812,"There is 1 nt difference and 24 deletions in the sequence in GenBank record AF001315 compared to the sequence from the Sequencing Center, resulting in frameshifts between amino acids 243 to 258 and 527 to 539."
DDB_G0292814,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF510847, however, the sequence from the Sequencing Center has been verified."
DDB_G0292816,"The sequences from the Sequencing Center and GenBank record AF310897 are identical."
DDB_G0292818,"The Curated Model is based on the Sequencing Center gene prediction. There is a 1 nt gap in the sequence from GenBank record AF310897, resulting in an earlier stop codon."
DDB_G0292820,"The sequences from the Sequencing Center and GenBank record AJ520099 are identical."
DDB_G0292850,"The sequences from the Sequencing Center and GenBank record AF540058 are identical."
DDB_G0292870,"There is an intron in the 5' UTR of this gene. "
DDB_G0292916,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 15-APR-2011 RD"
DDB_G0292940,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 27-JAN-2011 RD"
DDB_G0292966,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 17-JAN-2011 PF"
DDB_G0292986,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF482389, resulting in 1 amino acid substitution at position 211."
DDB_G0292992,"There are 9 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record X81822, resulting in 4 amino acid substitutions at positions 414, 415, 420, and 425."
DDB_G0292996,"The sequences from the Sequencing Center and GenBank record Z11804 are identical."
DDB_G0292998,"The sequences from the Sequencing Center and GenBank record M96622 are identical."
DDB_G0293000,"The sequences from the Sequencing Center and GenBank record U78756 are identical."
DDB_G0293002,"There is a 12 nt deletion/insertion between the sequence from the Sequencing Center and the sequence in GenBank record AF263455, resulting in the addition of 4 amino acids in a stretch of 33 N residues"
DDB_G0293004,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AF238314, however, the sequence from the Sequencing Center has been verified."
DDB_G0293006,"There are 5 nt differences between the sequence from the Sequencing Center and the sequence in GenBank record AY160095, resulting in 4 amino acid substitutions at positions 579, 646, 653, and 661."
DDB_G0293010,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AB016728, however, the sequence from the Sequencing Center has been verified."
DDB_G0293012,"Note this gene is located near the end of a chromosomal contig and the splice acceptor at the beginning of exon 2 contains an 'N'."
DDB_G0293016,"Note, this gene has many (11) unresolved differences in comparison to AX4 reference sequence (private communication, G. Bloomfield) that result in changed residues and cause frame shifts; therefore a curated model cannot be annotated at this time.","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-MAY-2011 PF"
DDB_G0293154,"Note, this gene has many (14) unresolved differences in comparison to AX4 reference sequence (private communication, G. Bloomfield) that result in changed residues and cause frame shifts; therefore a curated model cannot be annotated at this time.","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-MAY-2011 PF"
DDB_G0293164,"This curated model has problematic sequence at the 5'end; there are several mismatches with EST SSA713, one resulting in a premature stop; an artificial 3 nt gap has been introduced for the best possible open reading frame resulting in one missing residue at position 3 in addition to mismatches until residue 23; <b> the protein sequence derived (at the 5' end) from EST SSA713 can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0293164"">community annotation</a> page.</b>"
DDB_G0293182,"There are several discrepancies between the ESTs and the genome sequence i the first half of the gene. "
DDB_G0293192,"The Curated Model is based on the Sequencing Center gene prediction.","The sequences from the Sequencing Center and GenBank record AF081801 are identical."
DDB_G0293194,"The sequences from the Sequencing Center and GenBank record AY077633 are identical."
DDB_G0293196,"The sequences from the Sequencing Center and GenBank record AF316600 are identical."
DDB_G0293198,"The sequences from the Sequencing Center and GenBank record AY484463 are identical."
DDB_G0293298,"The sequences from the Sequencing Center and GenBank record AF539617 are identical."
DDB_G0293310,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 12-APR-2011 PF"
DDB_G0293362,"Two artificial gaps, 4 nt and 1 nt, have been inserted in the curated model because there are stop codons in the genomic sequence; there are additional discrepancies between the sequence from the Sequencing Center and the EST sequences; moreover, this gene is near a contig boundary and is missing the 3' end. The best possible ORF is represented in the Curated Model."
DDB_G0293364,"The sequences from the Sequencing Center and GenBank record AY387645 are identical."
DDB_G0293378,"Apparent from ESTs and RNAseq, Splice Variant A (DDB0348900) seems to be highly expressed, whereas the longer Splice Variant B (DDB0348901) is less abundant. 22-MAR-2011 PF"
DDB_G0293384,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-MAY-2011 PF","This gene is at the end of a contig, and the length of the 3' end is unknown and seems to be missing."
DDB_G0293416,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF466304, resulting in 1 amino acid substitution at position 903."
DDB_G0293418,"This gene is at the end of a chromosomal contig and may be missing the 5' end."
DDB_G0293426,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-DEC-2010 PF"
DDB_G0293430,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-JAN-2011 RD"
DDB_G0293434,"The sequences from the Sequencing Center and GenBank records Z11533 and J04160 are identical."
DDB_G0293436,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF465305, resulting in 1 amino acid substitution at position 6."
DDB_G0293438,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF466305, however, the sequence from the Sequencing Center has been verified."
